,Tweet,Username,Date,Hashtags,Likes,Retweets,Url,Doc,processed_text
1575903370975510528,Getting back to normal after Ian. What's on and what's not?    ,WJCT News,2022-09-30 17:40:17,"['hurricaneian', 'ian']",0,0,https://twitter.com/WJCT_News/status/1575903370975510528,doc_1166,"['get', 'back', 'normal', 'ian', 'what', 'what']"
1575903363371134977,  your “Hurricane menu” consists of NO waffles 😭. This is the time we need your waffles most! Next time switch it up and serve ONLY waffles ❤️,Gadiel Mendino,2022-09-30 17:40:15,['HurricaneIan'],0,0,https://twitter.com/Gadiel_Mendino/status/1575903363371134977,doc_1167,"['hurrican', 'menu', 'consist', 'waffl', 'time', 'need', 'waffl', 'next', 'time', 'switch', 'serv', 'waffl']"
1575903353418420224,The local radio station playing an appropriate song 😜😜   ,Helen Charlesworth 💙,2022-09-30 17:40:12,['HurricaneIan'],0,0,https://twitter.com/Helen_Charlesworth_/status/1575903353418420224,doc_1168,"['local', 'radio', 'station', 'play', 'appropri', 'song']"
1575903348704030721,Our beautiful Grand Strand pummeled by  😔 ,Taylor Maresca,2022-09-30 17:40:11,['HurricaneIan'],2,0,https://twitter.com/Taylor_Maresca/status/1575903348704030721,doc_1169,"['beauti', 'grand', 'strand', 'pummel']"
1575903346820411392,   changes with the wind as  prompts flip-flop on aid. A  . Shocker. 🙄  ,Anomie Potpourri,2022-09-30 17:40:11,"['Florida', 'Nazi', 'RonDeSantis', 'HurricaneIan', 'Republican', 'Hypocrite', 'AmeriKKKa']",0,0,https://twitter.com/Anomie_Potpourri/status/1575903346820411392,doc_1170,"['chang', 'wind', 'prompt', 'flipflop', 'aid', 'shocker']"
1575903339736403968,"   
updates coming at the top of the hour. ",Scott Fisher,2022-09-30 17:40:09,"['Hurricane', 'Ian', 'HurricaneIan']",5,0,https://twitter.com/Scott_Fisher/status/1575903339736403968,doc_1171,"['updat', 'come', 'top', 'hour']"
1575903338532683790,Storm cleanup!   ,John Carroll High School,2022-09-30 17:40:09,"['jchsramfam', 'hurricaneian']",1,0,https://twitter.com/John_Carroll_High_School/status/1575903338532683790,doc_1172,"['storm', 'cleanup']"
1575903325140172800," Hey marco how about a biblical quote about not building your house on sand.

 ",Anomaly♡s Army,2022-09-30 17:40:06,"['ClimateCatastrophe', 'HurricaneIan']",1,0,https://twitter.com/Anomaly♡s_Army/status/1575903325140172800,doc_1173,"['hey', 'marco', 'biblic', 'quot', 'build', 'hous', 'sand']"
1575903293771247616,Fixed dock in Beaufort NC under water at 1:30 pm. High tide was around noon.    ,Reta S. Hampton,2022-09-30 17:39:58,"['HurricaneIan', 'Ian', 'surge']",0,0,https://twitter.com/Reta_S._Hampton/status/1575903293771247616,doc_1174,"['fix', 'dock', 'beaufort', 'nc', 'water', '130', 'pm', 'high', 'tide', 'around', 'noon']"
1575903267929964556,Thanks to our MP &amp; SWL&amp;P crews who responded to . We're pleased that the company we were assigned to help was spared the brunt of Ian’s destruction and says they don't require our assistance after all. Our crews are returning &amp; are on standby if needed elsewhere. ,Minnesota Power,2022-09-30 17:39:52,['HurricaneIan'],3,1,https://twitter.com/Minnesota_Power/status/1575903267929964556,doc_1175,"['thank', 'mp', 'amp', 'swlampp', 'crew', 'respond', 'pleas', 'compani', 'assign', 'help', 'spare', 'brunt', 'ian', 'destruct', 'say', 'dont', 'requir', 'assist', 'crew', 'return', 'amp', 'standbi', 'need', 'elsewher']"
1575903246014726150,Fripp Island still feeling the effects of  ,Chase Justice,2022-09-30 17:39:47,['HurricaneIan'],6,0,https://twitter.com/Chase_Justice/status/1575903246014726150,doc_1176,"['fripp', 'island', 'still', 'feel', 'effect']"
1575903239098494978,Hilarious. Private pier gets fucked by  ,David,2022-09-30 17:39:45,['HurricaneIan'],0,0,https://twitter.com/David/status/1575903239098494978,doc_1177,"['hilari', 'privat', 'pier', 'get', 'fuck']"
1575903222681989121,"Water damage to our roof, fell in the middle of the night. There’s no house insurance to cover this so we will be paying out of pocket to try to fix the roof. If anyone would like to help me and my family with any donations, please send to: $valstgo   ",Dracarys❤️‍🔥,2022-09-30 17:39:41,"['HurricaneIan', 'FloridaStrong']",6,11,https://twitter.com/Dracarys/status/1575903222681989121,doc_1178,"['water', 'damag', 'roof', 'fell', 'middl', 'night', 'there', 'hous', 'insur', 'cover', 'pay', 'pocket', 'tri', 'fix', 'roof', 'anyon', 'would', 'like', 'help', 'famili', 'donat', 'pleas', 'send', 'valstgo']"
1575903218353459200,Just a little wind &amp; rain. In Hanahan.    ,AmytheThompson,2022-09-30 17:39:40,"['HurricaneIan', 'Chswx', 'Charleston']",3,0,https://twitter.com/AmytheThompson/status/1575903218353459200,doc_1179,"['littl', 'wind', 'amp', 'rain', 'hanahan']"
1575903214645686272,South Carolina mesonet station AMZ330 (Marine zone near or in the harbor)  gust to 92 mph reported at 12:44 PM EDT    ,Chris Crepon ☭,2022-09-30 17:39:39,"['SCwx', 'HurricaneIan', 'TropicalStormIan']",0,0,https://twitter.com/Chris_Crepon_☭/status/1575903214645686272,doc_1180,"['south', 'carolina', 'mesonet', 'station', 'amz330', 'marin', 'zone', 'near', 'harbor', 'gust', '92', 'mph', 'report', '1244', 'pm', 'edt']"
1575903201928556544,Well the good news is our house is still standing   Propane tank floating and I’m sure some water damage    Hard to be too upset considering what folks in Florida are going through     ,Heyward Young,2022-09-30 17:39:36,"['pawleysisland', 'hillervilla', 'HurricaneIan']",1,0,https://twitter.com/Heyward_Young/status/1575903201928556544,doc_1181,"['well', 'good', 'news', 'hous', 'still', 'stand', 'propan', 'tank', 'float', 'im', 'sure', 'water', 'damag', 'hard', 'upset', 'consid', 'folk', 'florida', 'go']"
1575903180218433536," North Myrtle Beach, South Carolina winds suddenly shifted now coming in due east. Pushing water in to the dunes. They are old growth seem to be holding up ok so far✌️😎 ",Brian,2022-09-30 17:39:31,['HurricaneIan'],0,0,https://twitter.com/Brian/status/1575903180218433536,doc_1182,"['north', 'myrtl', 'beach', 'south', 'carolina', 'wind', 'suddenli', 'shift', 'come', 'due', 'east', 'push', 'water', 'dune', 'old', 'growth', 'seem', 'hold', 'ok', 'far']"
1575903161948069889,"Your move, Ian    ",Phil Canipe,2022-09-30 17:39:27,"['HurricaneIan', 'Charleston', 'nexton']",9,0,https://twitter.com/Phil_Canipe/status/1575903161948069889,doc_1183,"['move', 'ian']"
1575903156860354560,"Some people's minds are like hmm flood water let me drive through it with a small low car and hydro lock my engine! XD 
I get some people have to get places but don't ruin your car.   ",Kuruma,2022-09-30 17:39:26,"['HurricaneIan', 'Orlando']",6,0,https://twitter.com/Kuruma/status/1575903156860354560,doc_1184,"['peopl', 'mind', 'like', 'hmm', 'flood', 'water', 'let', 'drive', 'small', 'low', 'car', 'hydro', 'lock', 'engin', 'xd', 'get', 'peopl', 'get', 'place', 'dont', 'ruin', 'car']"
1575903139735035904,LENDING A HELPING HAND: FOX also announced it would match and double any donations made by employees to the .   ,FOX26Houston,2022-09-30 17:39:22,['HurricaneIan'],2,1,https://twitter.com/FOX26Houston/status/1575903139735035904,doc_1185,"['lend', 'help', 'hand', 'fox', 'also', 'announc', 'would', 'match', 'doubl', 'donat', 'made', 'employe']"
1575903117845184524,Correction…looks to me like landfall is “occurring” as we speak about 40 miles or so east of      ,Adam Berg,2022-09-30 17:39:16,"['charleston', 'sc', 'scwx', 'ian', 'hurricaneian']",2,0,https://twitter.com/Adam_Berg/status/1575903117845184524,doc_1186,"['correctionlook', 'like', 'landfal', 'occur', 'speak', '40', 'mile', 'east']"
1575903089453715457,"My family has lost so much from this hurricane. 

Now they are stuck in Miami with nothing but what they brought thinking they’d only be there for 2 days. 

There go fund me, is my pinned post. 
I’ll post there cashapp and venmo below. 

Thank you so much! 
 ",Stephanieulrich45,2022-09-30 17:39:10,['HurricaneIan'],2,0,https://twitter.com/Stephanieulrich45/status/1575903089453715457,doc_1187,"['famili', 'lost', 'much', 'hurrican', 'stuck', 'miami', 'noth', 'brought', 'think', 'theyd', '2', 'day', 'go', 'fund', 'pin', 'post', 'ill', 'post', 'cashapp', 'venmo', 'thank', 'much']"
1575903057417998336,an on tour ,nick price,2022-09-30 17:39:02,['HurricaneIan'],0,0,https://twitter.com/nick_price/status/1575903057417998336,doc_1188,['tour']
1575903045174509568,Storm surge and towering waves from  already causing significant impacts along the SC coast  ,Sean Feirstein,2022-09-30 17:38:59,"['HurricaneIan', 'scwx']",0,0,https://twitter.com/Sean_Feirstein/status/1575903045174509568,doc_1189,"['storm', 'surg', 'tower', 'wave', 'alreadi', 'caus', 'signific', 'impact', 'along', 'sc', 'coast']"
1575903022357659655,We want to thank these linemen and coordinators for leaving the comfort of their own homes to help those who need it most. Our hearts are with those in need right now! 🧡 💛 🧡     ,RivieraUtilities,2022-09-30 17:38:54,"['RivieraStrong', 'MutualAid', 'HurricaneIan', 'Linemen']",2,0,https://twitter.com/RivieraUtilities/status/1575903022357659655,doc_1190,"['want', 'thank', 'linemen', 'coordin', 'leav', 'comfort', 'home', 'help', 'need', 'heart', 'need', 'right']"
1575903016330604544,I met Mike and David not even a few short hours after  was out of . They chose to ride out the storm. Came back in daylight to see a boat washed up in their canal.   ,Joshua Cole,2022-09-30 17:38:52,"['HurricaneIan', 'SWFL', 'Florida']",1,0,https://twitter.com/Joshua_Cole/status/1575903016330604544,doc_1191,"['met', 'mike', 'david', 'even', 'short', 'hour', 'chose', 'ride', 'storm', 'came', 'back', 'daylight', 'see', 'boat', 'wash', 'canal']"
1575903004896759810,"fema:  Tip: If you are, know, or care for an individual with a disability or a special medical need, pre-register for assistance at .

More in our new blog post:  ",Chris,2022-09-30 17:38:49,['HurricaneIan'],0,0,https://twitter.com/Chris/status/1575903004896759810,doc_1192,"['fema', 'tip', 'know', 'care', 'individu', 'disabl', 'special', 'medic', 'need', 'preregist', 'assist', 'new', 'blog', 'post']"
1575902988144558080,"My   voted NO on a measure today that included 2 billion dollars towards recovery after the devastating  . Yet claims he is doing all he can.  .
",Carol MacInnes 🇺🇦🏳️‍🌈🐝✈️🚉🚗🚴🚶‍♀️,2022-09-30 17:38:45,"['Florida', 'HurricaneIan', 'hypocrisy']",0,1,https://twitter.com/Carol_MacInnes_/status/1575902988144558080,doc_1193,"['vote', 'measur', 'today', 'includ', '2', 'billion', 'dollar', 'toward', 'recoveri', 'devast', 'yet', 'claim']"
1575902980359933953,"""Only mitigation – the dramatic reduction of heat-trapping pollution – can prevent things from getting worse.""
       
",Wintermute,2022-09-30 17:38:44,"['climatechange', 'HurricaneIan', 'ClimateScam', 'ClimateCrisis', 'FossilFuels', 'FossilFuture', 'resilience', 'extremeweather']",1,1,https://twitter.com/Wintermute/status/1575902980359933953,doc_1194,"['mitig', 'dramat', 'reduct', 'heattrap', 'pollut', 'prevent', 'thing', 'get', 'wors']"
1575902953562460160,"Weather is slowing down in NE Florida after  passed through yesterday. Evacuations lifted, beaches reopened. Some flood concerns remain for areas along St. Johns River.  ",Claudia Kelly-Bazan,2022-09-30 17:38:37,['HurricaneIan'],0,1,https://twitter.com/Claudia_Kelly-Bazan/status/1575902953562460160,doc_1195,"['weather', 'slow', 'ne', 'florida', 'pass', 'yesterday', 'evacu', 'lift', 'beach', 'reopen', 'flood', 'concern', 'remain', 'area', 'along', 'st', 'john', 'river']"
1575902927956606976,     Please retired the number 9 in honor of Camera 9’s brave service!   ,Laci1717,2022-09-30 17:38:31,"['camera9', 'hurricaneian', 'severestudios']",0,0,https://twitter.com/Laci1717/status/1575902927956606976,doc_1196,"['pleas', 'retir', 'number', '9', 'honor', 'camera', '9s', 'brave', 'servic']"
1575902922386595840, just reported that alligators are in flood waters in the streets of Orlando. 🥺😳,& do,2022-09-30 17:38:30,"['msnbc', 'HurricaneIan']",4,0,https://twitter.com/&_do/status/1575902922386595840,doc_1197,"['report', 'allig', 'flood', 'water', 'street', 'orlando']"
1575902917315305472, isn’t even really here yet but the wind is already getting WILD at times.,QueenTam👑,2022-09-30 17:38:29,['HurricaneIan'],0,0,https://twitter.com/QueenTam/status/1575902917315305472,doc_1198,"['isnt', 'even', 'realli', 'yet', 'wind', 'alreadi', 'get', 'wild', 'time']"
1575902892111732736,"RIGHT NOW: The work starts now to get the west coast of Florida back on its feet and back online. These Disaster Relief AT&amp;T crews are working their way down I-75S toward Venice/Fort Myers.

  ",Patrick Quinn,2022-09-30 17:38:22,['HurricaneIan'],14,4,https://twitter.com/Patrick_Quinn/status/1575902892111732736,doc_1199,"['right', 'work', 'start', 'get', 'west', 'coast', 'florida', 'back', 'feet', 'back', 'onlin', 'disast', 'relief', 'atampt', 'crew', 'work', 'way', 'i75', 'toward', 'venicefort', 'myer']"
1575902891096915981,"The latest: Email insights: Prediction market tout sheet warns  could 'blow re-election' with  misstep

Reporting by 



",Phil Ammann,2022-09-30 17:38:22,"['HurricaneIan', 'FlaPol']",0,0,https://twitter.com/Phil_Ammann/status/1575902891096915981,doc_1200,"['latest', 'email', 'insight', 'predict', 'market', 'tout', 'sheet', 'warn', 'could', 'blow', 'reelect', 'misstep', 'report']"
1575902878937804802,I finally how power and water after  please stay safe. Idk what is even going on yet I have so many ppl to check on and things to do. It DESTROYED fort myers beach,Mysti,2022-09-30 17:38:19,['HurricaneIan'],2,0,https://twitter.com/Mysti/status/1575902878937804802,doc_1201,"['final', 'power', 'water', 'pleas', 'stay', 'safe', 'idk', 'even', 'go', 'yet', 'mani', 'ppl', 'check', 'thing', 'destroy', 'fort', 'myer', 'beach']"
1575902874139521024,"Thank you to everyone across the nation and state who want to help the people devastated by , just make sure you aren’t being scammed.  ",Nikki Fried,2022-09-30 17:38:18,"['HurricaneIan', 'FloridaStrong']",65,21,https://twitter.com/Nikki_Fried/status/1575902874139521024,doc_1202,"['thank', 'everyon', 'across', 'nation', 'state', 'want', 'help', 'peopl', 'devast', 'make', 'sure', 'arent', 'scam']"
1575902848541683712,The outside lanes of the Kimberly Bridge are not passable at this time. Public Works is on scene marking the closures. Please stay off the roads if you can!  ,C. A. Garvin,2022-09-30 17:38:12,"['HurricaneIan', 'suffolkva']",0,0,https://twitter.com/C._A._Garvin/status/1575902848541683712,doc_1203,"['outsid', 'lane', 'kimberli', 'bridg', 'passabl', 'time', 'public', 'work', 'scene', 'mark', 'closur', 'pleas', 'stay', 'road']"
1575902843747258369,If you’re in a shelter in Florida right now please remember to wear a mask.  was only the first part of the disaster. It doesn’t end after the storm leaves.,Jamie Needham,2022-09-30 17:38:11,['HurricaneIan'],0,0,https://twitter.com/Jamie_Needham/status/1575902843747258369,doc_1204,"['your', 'shelter', 'florida', 'right', 'pleas', 'rememb', 'wear', 'mask', 'first', 'part', 'disast', 'doesnt', 'end', 'storm', 'leav']"
1575902809274257409,"Wanted to drop a fast update:

 I will return to streaming when I can. Hurricane Ian created quite a number of projects I need to attend to before I am able to have the time to stream. I appreciate all the kind dm's I have received. See you soon defenders! 

",Praetekt,2022-09-30 17:38:03,['HurricaneIan'],2,0,https://twitter.com/Praetekt/status/1575902809274257409,doc_1205,"['want', 'drop', 'fast', 'updat', 'return', 'stream', 'hurrican', 'ian', 'creat', 'quit', 'number', 'project', 'need', 'attend', 'abl', 'time', 'stream', 'appreci', 'kind', 'dm', 'receiv', 'see', 'soon', 'defend']"
1575902804505284608, In SC. ,Lyles,2022-09-30 17:38:02,['HurricaneIan'],0,0,https://twitter.com/Lyles/status/1575902804505284608,doc_1206,['sc']
1575902794875142144,"   and others have partnered up to provide emergency aid and address the needs of Florida communities in response to .

You can donate at: ",Rep. Carlos G Smith,2022-09-30 17:37:59,['HurricaneIan'],0,0,https://twitter.com/Rep._Carlos_G_Smith/status/1575902794875142144,doc_1207,"['other', 'partner', 'provid', 'emerg', 'aid', 'address', 'need', 'florida', 'commun', 'respons', 'donat']"
1575902792627134464,"As  approaches, storm surges as high as two metres are expected in Charleston, South Carolina  ",The National,2022-09-30 17:37:59,['HurricaneIan'],2,1,https://twitter.com/The_National/status/1575902792627134464,doc_1208,"['approach', 'storm', 'surg', 'high', 'two', 'metr', 'expect', 'charleston', 'south', 'carolina']"
1575902788558667780,"Palm Beach County Food Bank is alleviating hunger and supporting those impacted by  

Donate  to : ",The Giving Block,2022-09-30 17:37:58,"['HurricaneIan', 'crypto']",1,0,https://twitter.com/The_Giving_Block/status/1575902788558667780,doc_1209,"['palm', 'beach', 'counti', 'food', 'bank', 'allevi', 'hunger', 'support', 'impact', 'donat']"
1575902754207596544," 

Damn  set record levels for rivers in FL &amp; now he's unleashing on SC!!! ",Pooterbug 🐾 🌊,2022-09-30 17:37:50,['HurricaneIan'],0,0,https://twitter.com/Pooterbug__/status/1575902754207596544,doc_1210,"['damn', 'set', 'record', 'level', 'river', 'fl', 'amp', 'he', 'unleash', 'sc']"
1575902745990922240," We made it through another ! I'm hoping you made it through too! 
Cheers! ",Celestial Sojourner,2022-09-30 17:37:48,"['HurricaneIan', 'Hurricane']",6,0,https://twitter.com/Celestial_Sojourner/status/1575902745990922240,doc_1211,"['made', 'anoth', 'im', 'hope', 'made', 'cheer']"
1575902739292311552,"Twas good it was cool and chill last night, because the power went out on 's  and if nature hadn't provided air conditioning we never could have slept!  We spent the night in firelight and the power came back on this afternoon!   ",Celestial Sojourner,2022-09-30 17:37:46,"['Florida', 'SpaceCoast', 'HurricaneIan']",13,1,https://twitter.com/Celestial_Sojourner/status/1575902739292311552,doc_1212,"['twa', 'good', 'cool', 'chill', 'last', 'night', 'power', 'went', 'natur', 'hadnt', 'provid', 'air', 'condit', 'never', 'could', 'slept', 'spent', 'night', 'firelight', 'power', 'came', 'back', 'afternoon']"
1575902735710375938,"Looks like water levels peaking in  area. Surge is still coming in but it is being negated by the quickly dropping high tide cycle. Surge is now at 5.23 Feet.  Passing Hurricane Isaias 2020 -  4.26 feet. 
Now 3rd highest recorded since 1957  ",Bill Karins,2022-09-30 17:37:45,"['MyrtleBeach', 'HurricaneIan']",11,5,https://twitter.com/Bill_Karins/status/1575902735710375938,doc_1213,"['look', 'like', 'water', 'level', 'peak', 'area', 'surg', 'still', 'come', 'negat', 'quickli', 'drop', 'high', 'tide', 'cycl', 'surg', '523', 'feet', 'pass', 'hurrican', 'isaia', '2020', '426', 'feet', '3rd', 'highest', 'record', 'sinc', '1957']"
1575902733529681920,me and  is gonna float to each other 😍😍😍   😍😍 hes so cute guys hes lina’s new bf ,quack🦆,2022-09-30 17:37:45,"['sc', 'HurricaneIan']",1,0,https://twitter.com/quack/status/1575902733529681920,doc_1214,"['gonna', 'float', 'he', 'cute', 'guy', 'he', 'lina', 'new', 'bf']"
1575902726592266241,We got so many leftovers I can’t order new food this weekend ,Yung CheezeWiz,2022-09-30 17:37:43,['HurricaneIan'],0,0,https://twitter.com/Yung_CheezeWiz/status/1575902726592266241,doc_1215,"['got', 'mani', 'leftov', 'cant', 'order', 'new', 'food', 'weekend']"
1575902696334581761,Currently No power in downtown Charleston    ,Maria C,2022-09-30 17:37:36,"['HurricaneIan', 'Hurricane', 'Charleston']",5,2,https://twitter.com/Maria_C/status/1575902696334581761,doc_1216,"['current', 'power', 'downtown', 'charleston']"
1575902689040666626,"Hurricane Ian on tour😭
",New York City,2022-09-30 17:37:34,['HurricaneIan'],0,0,https://twitter.com/New_York_City/status/1575902689040666626,doc_1217,"['hurrican', 'ian', 'tour']"
1575902684515045376," ‘put politics aside’ requesting federal support from the President following  

Let's look back 10 years ago, when  devastated the Northeast coast. Ron Desantis voted against federal aid for New York and New Jersey. ",D,2022-09-30 17:37:33,"['HurricaneIan', 'HurricaneSandy']",0,0,https://twitter.com/D/status/1575902684515045376,doc_1218,"['put', 'polit', 'asid', 'request', 'feder', 'support', 'presid', 'follow', 'let', 'look', 'back', '10', 'year', 'ago', 'devast', 'northeast', 'coast', 'ron', 'desanti', 'vote', 'feder', 'aid', 'new', 'york', 'new', 'jersey']"
1575902682153459714,"The weekend is in sight for many, but work is just beginning for this Riviera electric crew as they hit the road for Lakeland, Florida to aid in restoring power to those impacted by Hurricane Ian.     ",RivieraUtilities,2022-09-30 17:37:32,"['HurricaneIan', 'Linemen', 'PublicPower', 'MutualAid']",4,0,https://twitter.com/RivieraUtilities/status/1575902682153459714,doc_1219,"['weekend', 'sight', 'mani', 'work', 'begin', 'riviera', 'electr', 'crew', 'hit', 'road', 'lakeland', 'florida', 'aid', 'restor', 'power', 'impact', 'hurrican', 'ian']"
1575902679368634368,"Thoughts and prayers for all those affected by Hurricane Ian.
 ",Sid Ahmed Benza,2022-09-30 17:37:32,['HurricaneIan'],0,0,https://twitter.com/Sid_Ahmed_Benza/status/1575902679368634368,doc_1220,"['thought', 'prayer', 'affect', 'hurrican', 'ian']"
1575902670199861248,Myrtle Beach is on The Weather Channel.  ,Hannah Strong Oskin,2022-09-30 17:37:30,['HurricaneIan'],0,0,https://twitter.com/Hannah_Strong_Oskin/status/1575902670199861248,doc_1221,"['myrtl', 'beach', 'weather', 'channel']"
1575902635001106432,"Excited to get into discussing WWI with my History of the “Modern World (1500-present)” class on Monday. 

After a week of uncertainty with , it’ll be nice to get back to some normalcy!",Dr. Courtney,2022-09-30 17:37:21,['HurricaneIan'],0,0,https://twitter.com/Dr._Courtney/status/1575902635001106432,doc_1222,"['excit', 'get', 'discuss', 'wwi', 'histori', 'modern', 'world', '1500present', 'class', 'monday', 'week', 'uncertainti', 'itll', 'nice', 'get', 'back', 'normalci']"
1575902634782826496,ICYMI - latest on  in  ,Catherine Fleming Bruce,2022-09-30 17:37:21,"['HurricaneIan', 'SouthCarolina']",0,0,https://twitter.com/Catherine_Fleming_Bruce/status/1575902634782826496,doc_1223,"['icymi', 'latest']"
1575902627447160832,"Our hearts go out to all those in our community impacted by . We remain closed today. If you wish to help you can donate by visiting . 
Your donation will be directed to AAASWFL’s Agnes Laitinen Unmet Needs Fund. Thank you for your support. 💜 ",Area Agency on Aging for SWFL,2022-09-30 17:37:19,['HurricaneIan'],0,0,https://twitter.com/Area_Agency_on_Aging_for_SWFL/status/1575902627447160832,doc_1224,"['heart', 'go', 'commun', 'impact', 'remain', 'close', 'today', 'wish', 'help', 'donat', 'visit', 'donat', 'direct', 'aaaswfl', 'agn', 'laitinen', 'unmet', 'need', 'fund', 'thank', 'support']"
1575902617552699392,"Even though the storm has passed, we’re still seeing surge effects.  The river has finally overflowed its banks, though it’s not going to breach the retaining wall (where one exists)

  ",Florida Cat Sanctuaries,2022-09-30 17:37:17,"['Jacksonville', 'HurricaneIan']",6,0,https://twitter.com/Florida_Cat_Sanctuaries/status/1575902617552699392,doc_1225,"['even', 'though', 'storm', 'pass', 'still', 'see', 'surg', 'effect', 'river', 'final', 'overflow', 'bank', 'though', 'go', 'breach', 'retain', 'wall', 'one', 'exist']"
1575902569129312256,"FRIDAY MORNING AFTER IAN🌀 The damage is no longer hidden under water in SOME LOCATIONS!  damage, Border of Port Charlotte &amp; Engelwood. 
📸    ",Harmony Mendoza,2022-09-30 17:37:05,"['HurricaneIan', 'flwx', 'TheWeatherlady', 'KindnessForSteve']",1,0,https://twitter.com/Harmony_Mendoza/status/1575902569129312256,doc_1226,"['friday', 'morn', 'ian', 'damag', 'longer', 'hidden', 'water', 'locat', 'damag', 'border', 'port', 'charlott', 'amp', 'engelwood']"
1575902558270283777,Hope the government funds Florida as fast as they fund the new state of Ukraine  ,mr. Bill,2022-09-30 17:37:03,"['NATO', 'HurricaneIan']",0,0,https://twitter.com/mr._Bill/status/1575902558270283777,doc_1227,"['hope', 'govern', 'fund', 'florida', 'fast', 'fund', 'new', 'state', 'ukrain']"
1575902556953653249," and  are in the middle of the surge in Garden City Beach, SC with surge all around them while they wait on the little area of high ground.         ",StormChasingVideo,2022-09-30 17:37:03,"['Hurricane_Ian', 'StormSurge', 'Surge', 'Hurricaneian', 'IRL', 'Breaking', 'BreakingNews']",5,5,https://twitter.com/StormChasingVideo/status/1575902556953653249,doc_1228,"['middl', 'surg', 'garden', 'citi', 'beach', 'sc', 'surg', 'around', 'wait', 'littl', 'area', 'high', 'ground']"
1575902555372134405,It'll be days before we know the full scope of the damage that  ⛈️ left behind. The storm is now threatening states as far north as Virginia with flooding. YOU can help! Visit  or text the word IAN to 90999 to make a $10 donation. ,Red Cross of Georgia,2022-09-30 17:37:02,['HurricaneIan'],1,1,https://twitter.com/Red_Cross_of_Georgia/status/1575902555372134405,doc_1229,"['itll', 'day', 'know', 'full', 'scope', 'damag', 'left', 'behind', 'storm', 'threaten', 'state', 'far', 'north', 'virginia', 'flood', 'help', 'visit', 'text', 'word', 'ian', '90999', 'make', '10', 'donat']"
1575902549202587650,"leaving over 2.7 million without power as the above-ground electrical grid has been torn apart by high winds. quickly intensified upon entering the Gulf of Mexico. Rapid intensification is common for major storms of recent years,seen in Hurricane Harvey in 2017,",🇨🇺MiamiRed☭,2022-09-30 17:37:01,['HurricaneIan'],1,0,https://twitter.com/MiamiRed☭/status/1575902549202587650,doc_1230,"['leav', '27', 'million', 'without', 'power', 'aboveground', 'electr', 'grid', 'torn', 'apart', 'high', 'wind', 'quickli', 'intensifi', 'upon', 'enter', 'gulf', 'mexico', 'rapid', 'intensif', 'common', 'major', 'storm', 'recent', 'yearsseen', 'hurrican', 'harvey', '2017']"
1575902520140247040,Watching  while  headed this way 🌀🧙‍♀️🧹🧙‍♀️,Brandi Bell 💛,2022-09-30 17:36:54,"['HocusPocus2', 'HurricaneIan']",0,0,https://twitter.com/Brandi_Bell_/status/1575902520140247040,doc_1231,"['watch', 'head', 'way']"
1575902497549393920," isn't stopping us from taking a Trip to Bountiful!
Read the full article: 
Purchase Tickets:  ",Ford's Theatre,2022-09-30 17:36:48,['HurricaneIan'],0,0,https://twitter.com/Ford's_Theatre/status/1575902497549393920,doc_1232,"['isnt', 'stop', 'us', 'take', 'trip', 'bounti', 'read', 'full', 'articl', 'purchas', 'ticket']"
1575902493338439681,"Kerry Cochrane is no stranger to disasters. She survived the wrath of Hurricane Irma, a devastating home fire, &amp; now, . Thankfully, she went to a Red Cross evacuation shelter for her safety and was welcomed by Red Cross volunteers Cynthia Myatt &amp; Chris Wilkinson. ❤️ ",American Red Cross #HurricaneIan,2022-09-30 17:36:47,['HurricaneIan'],47,8,https://twitter.com/American_Red_Cross_#HurricaneIan/status/1575902493338439681,doc_1233,"['kerri', 'cochran', 'stranger', 'disast', 'surviv', 'wrath', 'hurrican', 'irma', 'devast', 'home', 'fire', 'amp', 'thank', 'went', 'red', 'cross', 'evacu', 'shelter', 'safeti', 'welcom', 'red', 'cross', 'volunt', 'cynthia', 'myatt', 'amp', 'chri', 'wilkinson']"
1575902489052090369,"  Fellow Virginian's 
Please prepare for sever weather w heavy rain, flooding, tornados &amp; power outages

Remember Turn Around Don't Drown

Virginia Dept of Emergency Mgmt 






 
 

",JCTrevino,2022-09-30 17:36:46,"['HurricaneIan', 'hurricanequestions', 'Ian']",0,0,https://twitter.com/JCTrevino/status/1575902489052090369,doc_1234,"['fellow', 'virginian', 'pleas', 'prepar', 'sever', 'weather', 'w', 'heavi', 'rain', 'flood', 'tornado', 'amp', 'power', 'outag', 'rememb', 'turn', 'around', 'dont', 'drown', 'virginia', 'dept', 'emerg', 'mgmt']"
1575902452347703296,  Oh no! Please don’t rename a camera “9”-Some numbers deserve to be retired   ,Laci1717,2022-09-30 17:36:38,"['hurricaneian', 'severestudios', 'camera9']",0,0,https://twitter.com/Laci1717/status/1575902452347703296,doc_1235,"['oh', 'pleas', 'dont', 'renam', 'camera', '9some', 'number', 'deserv', 'retir']"
1575902432957108224,Incoming second landfall of  on the Carolina Coast - come watch live ,Native Nomads,2022-09-30 17:36:33,['HurricaneIan'],0,0,https://twitter.com/Native_Nomads/status/1575902432957108224,doc_1236,"['incom', 'second', 'landfal', 'carolina', 'coast', 'come', 'watch', 'live']"
